,States,Years,Quarter,Districts,Registered_users,Appopens
14758,Telangana,2019,4,mulugu district,41655,1205094
14759,Telangana,2019,4,medchal malkajgiri district,1714832,71137535
14760,Telangana,2019,4,karimnagar district,305507,8865029
14761,Telangana,2019,4,mancherial district,183580,5275385
14762,Telangana,2019,4,siddipet district,221164,6426620
14763,Telangana,2019,4,khammam district,304804,8371747
14764,Telangana,2020,1,narayanpet district,69951,2186909
14765,Telangana,2020,1,nalgonda district,351793,11703188
14766,Telangana,2020,1,jangaon district,122645,4911939
14767,Telangana,2020,1,bhadradri kothagudem district,240218,7950598
14768,Telangana,2020,1,warangal rural district,138279,5651289
14769,Telangana,2020,1,kumuram bheem asifabad district,62210,1866471
14770,Telangana,2020,1,nizamabad district,320572,8519695
14771,Telangana,2020,1,adilabad district,90082,2265159
14772,Telangana,2020,1,rajanna sircilla district,119857,3358921
14773,Telangana,2020,1,nagarkurnool district,165017,6257385
14774,Telangana,2020,1,peddapalle district,219359,7505646
14775,Telangana,2020,1,nirmal district,105257,2811442
14776,Telangana,2020,1,mahabubabad district,133329,4878564
14777,Telangana,2020,1,sangareddy district,542540,17730360
14778,Telangana,2020,1,wanaparthy district,95305,3260565
14779,Telangana,2020,1,vikarabad district,146927,4501087
14780,Telangana,2020,1,jagtial district,186557,4571872
14781,Telangana,2020,1,yadadri bhuvanagiri district,184218,7042753
14782,Telangana,2020,1,medak district,131276,4325061
14783,Telangana,2020,1,mahbubnagar district,198442,6473191
14784,Telangana,2020,1,jaya shankar bhalupally district,83741,3416159
14785,Telangana,2020,1,warangal urban district,457591,18169055
14786,Telangana,2020,1,rangareddy district,2166829,92956758
14787,Telangana,2020,1,hyderabad district,2483843,94202316
14788,Telangana,2020,1,suryapet district,215377,6397940
14789,Telangana,2020,1,jogulamba gadwal district,98743,3023309
14790,Telangana,2020,1,kamareddy district,162054,4963635
14791,Telangana,2020,1,mulugu district,47202,1912194
14792,Telangana,2020,1,medchal malkajgiri district,1845599,76127707
14793,Telangana,2020,1,karimnagar district,334300,10431331
14794,Telangana,2020,1,mancherial district,201832,6523023
14795,Telangana,2020,1,siddipet district,245168,8153463
14796,Telangana,2020,1,khammam district,340747,10674831
14797,Telangana,2020,2,narayanpet district,79975,2974720
14798,Telangana,2020,2,nalgonda district,393199,14312604
14799,Telangana,2020,2,jangaon district,135637,6127838
14800,Telangana,2020,2,bhadradri kothagudem district,269053,9040151
14801,Telangana,2020,2,warangal rural district,152409,7087689
14802,Telangana,2020,2,kumuram bheem asifabad district,70431,2213551
14803,Telangana,2020,2,nizamabad district,362663,9986332
14804,Telangana,2020,2,adilabad district,102358,2617153
14805,Telangana,2020,2,rajanna sircilla district,131832,3715018
14806,Telangana,2020,2,nagarkurnool district,185422,8108321
14807,Telangana,2020,2,peddapalle district,238823,8306455
14808,Telangana,2020,2,nirmal district,119692,3263795
14809,Telangana,2020,2,mahabubabad district,148880,6393465
14810,Telangana,2020,2,sangareddy district,593360,16942095
14811,Telangana,2020,2,wanaparthy district,106739,4127393
14812,Telangana,2020,2,vikarabad district,167218,5623203
14813,Telangana,2020,2,jagtial district,208759,5423820
14814,Telangana,2020,2,yadadri bhuvanagiri district,202936,7381812
14815,Telangana,2020,2,medak district,145635,4919329
14816,Telangana,2020,2,mahbubnagar district,220639,6873172
14817,Telangana,2020,2,jaya shankar bhalupally district,91966,3983691
14818,Telangana,2020,2,warangal urban district,495066,15269694
14819,Telangana,2020,2,rangareddy district,2313748,52633672
14820,Telangana,2020,2,hyderabad district,2653534,50253743
14821,Telangana,2020,2,suryapet district,242820,8146908
14822,Telangana,2020,2,jogulamba gadwal district,112769,3716099
14823,Telangana,2020,2,kamareddy district,182240,6089670
14824,Telangana,2020,2,mulugu district,53156,2087930
14825,Telangana,2020,2,medchal malkajgiri district,1963353,50404417
14826,Telangana,2020,2,karimnagar district,362986,10218611
14827,Telangana,2020,2,mancherial district,221435,7442038
14828,Telangana,2020,2,siddipet district,269076,9050527
14829,Telangana,2020,2,khammam district,380382,12395589
14830,Telangana,2020,3,narayanpet district,88897,3444383
14831,Telangana,2020,3,nalgonda district,435022,18261971
14832,Telangana,2020,3,jangaon district,148978,7332319
14833,Telangana,2020,3,bhadradri kothagudem district,297785,12289002
14834,Telangana,2020,3,warangal rural district,168438,8501734
14835,Telangana,2020,3,kumuram bheem asifabad district,79379,2953601
14836,Telangana,2020,3,nizamabad district,405678,13663242
14837,Telangana,2020,3,adilabad district,114763,3495961
14838,Telangana,2020,3,rajanna sircilla district,145258,4948986
14839,Telangana,2020,3,nagarkurnool district,205810,9825044
14840,Telangana,2020,3,peddapalle district,259183,11171940
14841,Telangana,2020,3,nirmal district,134124,4435475
14842,Telangana,2020,3,mahabubabad district,164800,7776597
14843,Telangana,2020,3,sangareddy district,649580,23488143
14844,Telangana,2020,3,wanaparthy district,117968,5003628
14845,Telangana,2020,3,vikarabad district,186369,6732351
14846,Telangana,2020,3,jagtial district,232101,7411018
14847,Telangana,2020,3,yadadri bhuvanagiri district,223066,9822913
14848,Telangana,2020,3,medak district,160492,5966321
14849,Telangana,2020,3,mahbubnagar district,243998,9270326
14850,Telangana,2020,3,jaya shankar bhalupally district,100886,5210450
14851,Telangana,2020,3,warangal urban district,535485,22283028
14852,Telangana,2020,3,rangareddy district,2495699,84072270
14853,Telangana,2020,3,hyderabad district,2875965,81783431
14854,Telangana,2020,3,suryapet district,269601,10631693
14855,Telangana,2020,3,jogulamba gadwal district,126584,5055006
14856,Telangana,2020,3,kamareddy district,201892,7423110
14857,Telangana,2020,3,mulugu district,59368,2688237
14858,Telangana,2020,3,medchal malkajgiri district,2111567,78894984
14859,Telangana,2020,3,karimnagar district,394328,14576555
14860,Telangana,2020,3,mancherial district,242301,10591575
14861,Telangana,2020,3,siddipet district,294416,11731189
14862,Telangana,2020,3,khammam district,421101,17045442
14863,Telangana,2020,4,narayanpet district,98243,4279253
14864,Telangana,2020,4,nalgonda district,478409,24303721
14865,Telangana,2020,4,jangaon district,162803,9424072
14866,Telangana,2020,4,bhadradri kothagudem district,328326,16865688
14867,Telangana,2020,4,warangal rural district,183786,10385430
14868,Telangana,2020,4,kumuram bheem asifabad district,88807,4105386
14869,Telangana,2020,4,nizamabad district,449731,18746196
14870,Telangana,2020,4,adilabad district,128184,5003861
14871,Telangana,2020,4,rajanna sircilla district,160123,6904037
14872,Telangana,2020,4,nagarkurnool district,226388,12171167
14873,Telangana,2020,4,peddapalle district,281140,15343725
14874,Telangana,2020,4,nirmal district,148827,5912155
14875,Telangana,2020,4,mahabubabad district,181203,9775880
14876,Telangana,2020,4,sangareddy district,711551,33690075
14877,Telangana,2020,4,wanaparthy district,129768,6497923
14878,Telangana,2020,4,vikarabad district,205866,8953295
14879,Telangana,2020,4,jagtial district,256382,10089257
14880,Telangana,2020,4,yadadri bhuvanagiri district,244210,13695103
14881,Telangana,2020,4,medak district,176543,8365745
14882,Telangana,2020,4,mahbubnagar district,268580,12656725
14883,Telangana,2020,4,jaya shankar bhalupally district,109685,6567074
14884,Telangana,2020,4,warangal urban district,579306,30652741
14885,Telangana,2020,4,rangareddy district,2704868,130198376
14886,Telangana,2020,4,hyderabad district,3142385,133815496
14887,Telangana,2020,4,suryapet district,296172,14190129
14888,Telangana,2020,4,jogulamba gadwal district,139726,6298254
14889,Telangana,2020,4,kamareddy district,222619,10099481
14890,Telangana,2020,4,mulugu district,65683,3531967
14891,Telangana,2020,4,medchal malkajgiri district,2282695,118770158
14892,Telangana,2020,4,karimnagar district,428019,20214083
14893,Telangana,2020,4,mancherial district,264886,14874505
14894,Telangana,2020,4,siddipet district,321082,15903514
14895,Telangana,2020,4,khammam district,461801,22329763
14896,Telangana,2021,1,narayanpet district,106583,4879296
14897,Telangana,2021,1,nalgonda district,517727,27638199
14898,Telangana,2021,1,jangaon district,175735,10737744
14899,Telangana,2021,1,bhadradri kothagudem district,354847,19161712
14900,Telangana,2021,1,warangal rural district,197677,11246867
14901,Telangana,2021,1,kumuram bheem asifabad district,96381,4981178
14902,Telangana,2021,1,nizamabad district,485751,21011313
14903,Telangana,2021,1,adilabad district,138946,6058994
14904,Telangana,2021,1,rajanna sircilla district,172651,7870680
14905,Telangana,2021,1,nagarkurnool district,245417,14130703
14906,Telangana,2021,1,peddapalle district,302119,17000004
14907,Telangana,2021,1,nirmal district,161330,6825009
14908,Telangana,2021,1,mahabubabad district,195493,10915276
14909,Telangana,2021,1,sangareddy district,767476,40044462
14910,Telangana,2021,1,wanaparthy district,140134,7311810
14911,Telangana,2021,1,vikarabad district,222697,10478282
14912,Telangana,2021,1,jagtial district,276806,11635474
14913,Telangana,2021,1,yadadri bhuvanagiri district,263598,15881813
14914,Telangana,2021,1,medak district,190586,9500652
14915,Telangana,2021,1,mahbubnagar district,290086,14780834
14916,Telangana,2021,1,jaya shankar bhalupally district,118229,7311296
14917,Telangana,2021,1,warangal urban district,620947,35661562
14918,Telangana,2021,1,rangareddy district,2906635,164961999
14919,Telangana,2021,1,hyderabad district,3379663,171306090
14920,Telangana,2021,1,suryapet district,320013,16329250
14921,Telangana,2021,1,jogulamba gadwal district,150765,6985199
14922,Telangana,2021,1,kamareddy district,240460,11023229
14923,Telangana,2021,1,mulugu district,71073,4160226
14924,Telangana,2021,1,medchal malkajgiri district,2450573,146584671
14925,Telangana,2021,1,karimnagar district,459407,23293364
14926,Telangana,2021,1,mancherial district,285446,16741307
14927,Telangana,2021,1,siddipet district,346000,18464802
14928,Telangana,2021,1,khammam district,497818,25126745
14929,Telangana,2021,2,narayanpet district,114463,10568396
14930,Telangana,2021,2,nalgonda district,555043,43957369
14931,Telangana,2021,2,jangaon district,188184,17884084
14932,Telangana,2021,2,bhadradri kothagudem district,380059,26785841
14933,Telangana,2021,2,warangal rural district,211532,14875784
14934,Telangana,2021,2,kumuram bheem asifabad district,103556,9718979
14935,Telangana,2021,2,nizamabad district,518801,27507980
14936,Telangana,2021,2,adilabad district,148869,10445610
14937,Telangana,2021,2,rajanna sircilla district,184273,10932369
14938,Telangana,2021,2,nagarkurnool district,263411,26796756
14939,Telangana,2021,2,peddapalle district,322666,19550159
14940,Telangana,2021,2,nirmal district,172714,12440675
14941,Telangana,2021,2,mahabubabad district,209567,16994546
14942,Telangana,2021,2,sangareddy district,820387,40510366
14943,Telangana,2021,2,wanaparthy district,150138,12327128
14944,Telangana,2021,2,vikarabad district,238633,18596926
14945,Telangana,2021,2,jagtial district,295472,16125474
14946,Telangana,2021,2,yadadri bhuvanagiri district,282382,22992550
14947,Telangana,2021,2,medak district,204292,14977139
14948,Telangana,2021,2,mahbubnagar district,310193,18571180
14949,Telangana,2021,2,jaya shankar bhalupally district,126605,11889883
14950,Telangana,2021,2,warangal urban district,661592,27667829
14951,Telangana,2021,2,rangareddy district,3097973,114677944
14952,Telangana,2021,2,hyderabad district,3598337,103186542
14953,Telangana,2021,2,suryapet district,342919,23148345
14954,Telangana,2021,2,jogulamba gadwal district,161753,11573190
14955,Telangana,2021,2,kamareddy district,257384,18349435
14956,Telangana,2021,2,mulugu district,76355,8730473
14957,Telangana,2021,2,medchal malkajgiri district,2611159,94016405
14958,Telangana,2021,2,karimnagar district,490218,23072270
14959,Telangana,2021,2,mancherial district,305137,21806217
14960,Telangana,2021,2,siddipet district,370224,24952714
14961,Telangana,2021,2,khammam district,532589,29687134
14962,Telangana,2021,3,narayanpet district,123698,12600713
14963,Telangana,2021,3,nalgonda district,598288,49183567
14964,Telangana,2021,3,jangaon district,202760,19954357
14965,Telangana,2021,3,bhadradri kothagudem district,409224,32652497
14966,Telangana,2021,3,warangal rural district,227582,16044231
14967,Telangana,2021,3,kumuram bheem asifabad district,112005,12374636
14968,Telangana,2021,3,nizamabad district,556044,30872892
14969,Telangana,2021,3,adilabad district,160401,13550832
14970,Telangana,2021,3,rajanna sircilla district,197653,12946883
14971,Telangana,2021,3,nagarkurnool district,284427,32443551
14972,Telangana,2021,3,peddapalle district,346172,22273221
14973,Telangana,2021,3,nirmal district,186080,14516617
14974,Telangana,2021,3,mahabubabad district,225821,18716303
14975,Telangana,2021,3,sangareddy district,880907,48000652
14976,Telangana,2021,3,wanaparthy district,161625,13973770
14977,Telangana,2021,3,vikarabad district,257234,21915189
14978,Telangana,2021,3,jagtial district,316708,18647662
14979,Telangana,2021,3,yadadri bhuvanagiri district,303988,27134768
14980,Telangana,2021,3,medak district,220085,16585388
14981,Telangana,2021,3,mahbubnagar district,332912,22433630
14982,Telangana,2021,3,jaya shankar bhalupally district,136483,13403776
14983,Telangana,2021,3,warangal urban district,707591,34485735
14984,Telangana,2021,3,rangareddy district,3310906,152255269
14985,Telangana,2021,3,hyderabad district,3839513,138904779
14986,Telangana,2021,3,suryapet district,369487,26206177
14987,Telangana,2021,3,jogulamba gadwal district,174716,15082826
14988,Telangana,2021,3,kamareddy district,276848,20064605
14989,Telangana,2021,3,mulugu district,82466,10704784
14990,Telangana,2021,3,medchal malkajgiri district,2790387,122352691
14991,Telangana,2021,3,karimnagar district,524929,27893947
14992,Telangana,2021,3,mancherial district,327681,25861713
14993,Telangana,2021,3,siddipet district,398010,28683328
14994,Telangana,2021,3,khammam district,572647,34808208
14995,Telangana,2021,4,narayanpet district,132812,9885605
14996,Telangana,2021,4,nalgonda district,641044,49387802
14997,Telangana,2021,4,jangaon district,216959,19454795
14998,Telangana,2021,4,bhadradri kothagudem district,438017,31523917
14999,Telangana,2021,4,warangal rural district,243471,18842708
15000,Telangana,2021,4,kumuram bheem asifabad district,120270,9921783
15001,Telangana,2021,4,nizamabad district,593223,43139132
15002,Telangana,2021,4,adilabad district,171840,11973849
15003,Telangana,2021,4,rajanna sircilla district,210757,15899445
15004,Telangana,2021,4,nagarkurnool district,304863,25806289
15005,Telangana,2021,4,peddapalle district,369792,28436891
15006,Telangana,2021,4,nirmal district,199256,15126416
15007,Telangana,2021,4,mahabubabad district,242028,17962206
15008,Telangana,2021,4,sangareddy district,940845,65270943
15009,Telangana,2021,4,wanaparthy district,173070,13082876
15010,Telangana,2021,4,vikarabad district,275384,21678658
15011,Telangana,2021,4,jagtial district,337979,23826683
15012,Telangana,2021,4,yadadri bhuvanagiri district,325245,29576100
15013,Telangana,2021,4,medak district,235661,18654116
15014,Telangana,2021,4,mahbubnagar district,355529,27383427
15015,Telangana,2021,4,jaya shankar bhalupally district,146183,11945405
15016,Telangana,2021,4,warangal urban district,753613,50362105
15017,Telangana,2021,4,rangareddy district,3523496,223574100
15018,Telangana,2021,4,hyderabad district,4081185,216036952
15019,Telangana,2021,4,suryapet district,395614,29089685
15020,Telangana,2021,4,jogulamba gadwal district,187444,12596236
15021,Telangana,2021,4,kamareddy district,296281,22680871
15022,Telangana,2021,4,mulugu district,88544,7330070
15023,Telangana,2021,4,medchal malkajgiri district,2969740,193566420
15024,Telangana,2021,4,karimnagar district,559456,39304222
15025,Telangana,2021,4,mancherial district,350142,29531278
15026,Telangana,2021,4,siddipet district,425592,35107007
15027,Telangana,2021,4,khammam district,612314,39641400
15028,Telangana,2022,1,narayanpet district,141328,24536040
15029,Telangana,2022,1,nalgonda district,681754,78536056
15030,Telangana,2022,1,jangaon district,230792,33506381
15031,Telangana,2022,1,bhadradri kothagudem district,465349,47828778
15032,Telangana,2022,1,warangal rural district,259006,20722699
