,States,Years,Quarter,Districts,Transaction_count,Transaction_amount
11231,nagaland,2023,4,peren district,58212,150905486.0
11232,nagaland,2023,4,dimapur district,2329419,5574882683.0
11233,nagaland,2023,4,zunheboto district,57046,159388370.0
11234,nagaland,2023,4,wokha district,126818,371011380.0
11235,nagaland,2024,1,mon district,212156,571806085.0
11236,nagaland,2024,1,phek district,95926,285196497.0
11237,nagaland,2024,1,longleng district,32768,83932274.0
11238,nagaland,2024,1,mokokchung district,196984,482847127.0
11239,nagaland,2024,1,kiphire district,48091,138530165.0
11240,nagaland,2024,1,kohima district,649304,1529857847.0
11241,nagaland,2024,1,tuensang district,101819,306584443.0
11242,nagaland,2024,1,peren district,65138,163201420.0
11243,nagaland,2024,1,dimapur district,2650169,5920507875.0
11244,nagaland,2024,1,zunheboto district,63345,174424546.0
11245,nagaland,2024,1,wokha district,143224,388027029.0
11246,odisha,2018,1,rayagada district,57875,63041849.54983255
11247,odisha,2018,1,koraput district,64106,87612627.38374957
11248,odisha,2018,1,malkangiri district,12181,13922771.654664017
11249,odisha,2018,1,sambalpur district,135539,130860854.95753448
11250,odisha,2018,1,kalahandi district,101889,56923003.74994819
11251,odisha,2018,1,anugul district,173164,139694643.55029076
11252,odisha,2018,1,ganjam district,399549,379358026.2266699
11253,odisha,2018,1,jajapur district,362382,204373666.27913067
11254,odisha,2018,1,bargarh district,100526,69991391.85670178
11255,odisha,2018,1,dhenkanal district,170704,110743455.97829723
11256,odisha,2018,1,bhadrak district,279644,187375014.25093254
11257,odisha,2018,1,nuapada district,22483,16219184.747249335
11258,odisha,2018,1,kendujhar district,259941,196242627.59467983
11259,odisha,2018,1,mayurbhanj district,208105,151786389.20530617
11260,odisha,2018,1,jharsuguda district,85127,99628072.57447763
11261,odisha,2018,1,kandhamal district,31647,27561407.78923364
11262,odisha,2018,1,deogarh district,22191,17727797.112559356
11263,odisha,2018,1,sundargarh district,193041,185365810.08196718
11264,odisha,2018,1,jagatsinghapur district,226525,119770991.43254161
11265,odisha,2018,1,balangir district,122127,99039589.98749083
11266,odisha,2018,1,baleshwar district,469068,306223509.1455674
11267,odisha,2018,1,puri district,279071,173702320.317419
11268,odisha,2018,1,sonepur district,65573,33907648.68154905
11269,odisha,2018,1,khordha district,1013916,1064565482.4430823
11270,odisha,2018,1,boudh district,23736,20293882.499208704
11271,odisha,2018,1,gajapati district,27344,28674112.963607132
11272,odisha,2018,1,nayagarh district,195162,109752751.4176215
11273,odisha,2018,1,nabarangpur district,29925,32425549.032544628
11274,odisha,2018,1,kendrapara district,189692,109453626.87180772
11275,odisha,2018,1,cuttack district,487588,391394151.55179805
11276,odisha,2018,2,rayagada district,78405,133934305.0941247
11277,odisha,2018,2,koraput district,97339,163322729.95992735
11278,odisha,2018,2,malkangiri district,18334,31113526.612936266
11279,odisha,2018,2,sambalpur district,183165,243114979.82241705
11280,odisha,2018,2,kalahandi district,127537,110202063.26568079
11281,odisha,2018,2,anugul district,239863,251270632.8081957
11282,odisha,2018,2,ganjam district,516556,659317553.0568262
11283,odisha,2018,2,jajapur district,516443,374915596.3622368
11284,odisha,2018,2,bargarh district,148693,142274687.80496913
11285,odisha,2018,2,dhenkanal district,250503,196983337.3218306
11286,odisha,2018,2,bhadrak district,401149,370601551.17362
11287,odisha,2018,2,nuapada district,28460,31977887.611119263
11288,odisha,2018,2,kendujhar district,354756,396095822.9971422
11289,odisha,2018,2,mayurbhanj district,309322,308804358.7495179
11290,odisha,2018,2,jharsuguda district,122539,200645039.84701014
11291,odisha,2018,2,kandhamal district,42540,53127566.02930246
11292,odisha,2018,2,deogarh district,27938,25744655.72793788
11293,odisha,2018,2,sundargarh district,261219,347365611.29012877
11294,odisha,2018,2,jagatsinghapur district,352035,213321220.3055919
11295,odisha,2018,2,balangir district,184848,225892711.29741782
11296,odisha,2018,2,baleshwar district,711772,628176565.8703398
11297,odisha,2018,2,puri district,399081,317753882.2036277
11298,odisha,2018,2,sonepur district,100367,72953022.99574599
11299,odisha,2018,2,khordha district,1344202,1738879066.970015
11300,odisha,2018,2,boudh district,35158,30803139.07787043
11301,odisha,2018,2,gajapati district,34342,53091301.97845738
11302,odisha,2018,2,nayagarh district,271194,186571949.00942016
11303,odisha,2018,2,nabarangpur district,42799,70788054.16027857
11304,odisha,2018,2,kendrapara district,253791,205735327.47078633
11305,odisha,2018,2,cuttack district,703794,703532192.7454895
11306,odisha,2018,3,rayagada district,153782,221366403.54383555
11307,odisha,2018,3,koraput district,190128,309493417.8350831
11308,odisha,2018,3,malkangiri district,33813,66126775.35538447
11309,odisha,2018,3,sambalpur district,516882,509785806.67046696
11310,odisha,2018,3,kalahandi district,317849,275641643.341962
11311,odisha,2018,3,anugul district,788980,629540966.2196767
11312,odisha,2018,3,ganjam district,1634313,1488758261.4624352
11313,odisha,2018,3,jajapur district,1897103,1217205290.9252758
11314,odisha,2018,3,bargarh district,475249,355106412.1943749
11315,odisha,2018,3,dhenkanal district,1546536,893325822.9390368
11316,odisha,2018,3,bhadrak district,1431437,1105939240.7227635
11317,odisha,2018,3,nuapada district,71512,88353387.44027391
11318,odisha,2018,3,kendujhar district,1247010,1007991207.6659348
11319,odisha,2018,3,mayurbhanj district,1007920,778424664.2122172
11320,odisha,2018,3,jharsuguda district,295910,500399017.99309593
11321,odisha,2018,3,kandhamal district,86499,102126788.89644672
11322,odisha,2018,3,deogarh district,79892,62546408.53513194
11323,odisha,2018,3,sundargarh district,607564,679466472.395373
11324,odisha,2018,3,jagatsinghapur district,914194,602444546.8981619
11325,odisha,2018,3,balangir district,398755,451445683.5316338
11326,odisha,2018,3,baleshwar district,3746440,2480538495.3597507
11327,odisha,2018,3,puri district,1434318,948651181.6266804
11328,odisha,2018,3,sonepur district,430291,286967512.2910415
11329,odisha,2018,3,khordha district,5333443,4389717266.977921
11330,odisha,2018,3,boudh district,142876,101294236.07840069
11331,odisha,2018,3,gajapati district,88201,99259597.44691782
11332,odisha,2018,3,nayagarh district,1140437,672431075.2136058
11333,odisha,2018,3,nabarangpur district,74791,131705572.2801894
11334,odisha,2018,3,kendrapara district,940408,590088339.5304233
11335,odisha,2018,3,cuttack district,3025622,2048374280.000453
11336,odisha,2018,4,rayagada district,210620,375733700.0966269
11337,odisha,2018,4,koraput district,217814,450336283.85006404
11338,odisha,2018,4,malkangiri district,48825,111333626.42487808
11339,odisha,2018,4,sambalpur district,496780,656698191.7778965
11340,odisha,2018,4,kalahandi district,319594,366703031.77118087
11341,odisha,2018,4,anugul district,603596,741924970.0601255
11342,odisha,2018,4,ganjam district,1402146,1733900621.6234186
11343,odisha,2018,4,jajapur district,1228698,1110622397.2154818
11344,odisha,2018,4,bargarh district,368823,397273620.1985332
11345,odisha,2018,4,dhenkanal district,736715,606485615.306731
11346,odisha,2018,4,bhadrak district,1048520,1040836292.0215917
11347,odisha,2018,4,nuapada district,83272,129383879.66258861
11348,odisha,2018,4,kendujhar district,774382,951193274.8831768
11349,odisha,2018,4,mayurbhanj district,671390,709208196.9918126
11350,odisha,2018,4,jharsuguda district,361836,635778677.7811842
11351,odisha,2018,4,kandhamal district,105832,170201069.83170795
11352,odisha,2018,4,deogarh district,78808,79524192.39719433
11353,odisha,2018,4,sundargarh district,620461,942930576.3489256
11354,odisha,2018,4,jagatsinghapur district,729403,588561101.5869067
11355,odisha,2018,4,balangir district,369543,559763676.388267
11356,odisha,2018,4,baleshwar district,1996845,1819634443.5278254
11357,odisha,2018,4,puri district,1076748,919852799.4930115
11358,odisha,2018,4,sonepur district,238162,248817917.18160307
11359,odisha,2018,4,khordha district,4036038,4756776453.593592
11360,odisha,2018,4,boudh district,112170,116282926.3032055
11361,odisha,2018,4,gajapati district,87088,135906778.33179373
11362,odisha,2018,4,nayagarh district,568477,432441658.9666865
11363,odisha,2018,4,nabarangpur district,90414,185807459.33983347
11364,odisha,2018,4,kendrapara district,636115,555486338.2117988
11365,odisha,2018,4,cuttack district,1823683,1900469800.3941858
11366,odisha,2019,1,rayagada district,340244,595120420.4162832
11367,odisha,2019,1,koraput district,316520,630823035.7838995
11368,odisha,2019,1,malkangiri district,70405,160691430.78001356
11369,odisha,2019,1,sambalpur district,895013,918259581.0629485
11370,odisha,2019,1,kalahandi district,431549,586265031.5428826
11371,odisha,2019,1,anugul district,1023176,1083105252.400957
11372,odisha,2019,1,ganjam district,2226839,2660856143.34366
11373,odisha,2019,1,jajapur district,2005354,1597716033.1140456
11374,odisha,2019,1,bargarh district,461241,528962055.1266706
11375,odisha,2019,1,dhenkanal district,1112474,855542150.6448644
11376,odisha,2019,1,bhadrak district,1224209,1137735927.030436
11377,odisha,2019,1,nuapada district,108374,179419439.00628442
11378,odisha,2019,1,kendujhar district,1099272,1219690306.823368
11379,odisha,2019,1,mayurbhanj district,839604,818274530.2355882
11380,odisha,2019,1,jharsuguda district,564885,714563396.0299269
11381,odisha,2019,1,kandhamal district,162039,223691661.64638668
11382,odisha,2019,1,deogarh district,115802,116546935.48252225
11383,odisha,2019,1,sundargarh district,923180,1246173000.5323277
11384,odisha,2019,1,jagatsinghapur district,1002784,836101925.5451324
11385,odisha,2019,1,balangir district,508744,735304021.8803861
11386,odisha,2019,1,baleshwar district,2052883,1780121522.7942672
11387,odisha,2019,1,puri district,1300890,1292024780.4366007
11388,odisha,2019,1,sonepur district,280808,316438049.4707992
11389,odisha,2019,1,khordha district,9928652,10292381463.86045
11390,odisha,2019,1,boudh district,172499,182312483.2199381
11391,odisha,2019,1,gajapati district,167455,244816781.83949018
11392,odisha,2019,1,nayagarh district,755115,600356133.5273821
11393,odisha,2019,1,nabarangpur district,144603,281842707.2121133
11394,odisha,2019,1,kendrapara district,953388,845608921.7750068
11395,odisha,2019,1,cuttack district,2843941,2746382808.134754
11396,odisha,2019,2,rayagada district,280709,656526617.7743134
11397,odisha,2019,2,koraput district,264946,697680672.1443019
11398,odisha,2019,2,malkangiri district,63662,163577949.03581494
11399,odisha,2019,2,sambalpur district,555196,876350025.865391
11400,odisha,2019,2,kalahandi district,313155,566971135.6188346
11401,odisha,2019,2,anugul district,656270,1100526633.6700115
11402,odisha,2019,2,ganjam district,1557000,2952122343.4128723
11403,odisha,2019,2,jajapur district,1116157,1615320702.0190089
11404,odisha,2019,2,bargarh district,307078,521508061.5031182
11405,odisha,2019,2,dhenkanal district,599263,794892139.9110959
11406,odisha,2019,2,bhadrak district,793895,1136520159.8199663
11407,odisha,2019,2,nuapada district,85666,183804523.48156023
11408,odisha,2019,2,kendujhar district,778337,1270398763.2721443
11409,odisha,2019,2,mayurbhanj district,579915,822899498.9777604
11410,odisha,2019,2,jharsuguda district,379831,720310010.8218305
11411,odisha,2019,2,kandhamal district,122464,238768483.16886765
11412,odisha,2019,2,deogarh district,72026,116813754.21692091
11413,odisha,2019,2,sundargarh district,769791,1356881694.2599456
11414,odisha,2019,2,jagatsinghapur district,575539,819445698.642421
11415,odisha,2019,2,balangir district,347205,692317084.1134429
11416,odisha,2019,2,baleshwar district,1260994,1740194783.6891394
11417,odisha,2019,2,puri district,808325,1052200875.2230995
11418,odisha,2019,2,sonepur district,177313,309467845.15625936
11419,odisha,2019,2,khordha district,13339889,19006076643.493904
11420,odisha,2019,2,boudh district,104159,155807378.12670165
11421,odisha,2019,2,gajapati district,135005,282761898.15176636
11422,odisha,2019,2,nayagarh district,478845,591354095.869525
11423,odisha,2019,2,nabarangpur district,111246,270059798.7114527
11424,odisha,2019,2,kendrapara district,588898,847545177.3492131
11425,odisha,2019,2,cuttack district,2289245,3195750424.172798
11426,odisha,2019,3,rayagada district,376394,767666276.6532172
11427,odisha,2019,3,koraput district,353450,819578530.4873664
11428,odisha,2019,3,malkangiri district,89976,196389555.9927202
11429,odisha,2019,3,sambalpur district,753215,1086288716.854814
11430,odisha,2019,3,kalahandi district,409951,705204074.2370496
11431,odisha,2019,3,anugul district,916878,1372415071.347659
11432,odisha,2019,3,ganjam district,1689894,3154919760.2279887
11433,odisha,2019,3,jajapur district,1763488,2029201892.6835146
11434,odisha,2019,3,bargarh district,399644,634553845.35181
11435,odisha,2019,3,dhenkanal district,798967,949131450.4318355
11436,odisha,2019,3,bhadrak district,1061299,1329983572.7403765
11437,odisha,2019,3,nuapada district,109425,218116599.9378627
11438,odisha,2019,3,kendujhar district,1226918,1617148718.999577
11439,odisha,2019,3,mayurbhanj district,694198,923239649.3263234
11440,odisha,2019,3,jharsuguda district,471902,850967438.6626351
11441,odisha,2019,3,kandhamal district,153216,281375741.2826705
11442,odisha,2019,3,deogarh district,80214,128900414.43567635
11443,odisha,2019,3,sundargarh district,1085480,1653794140.1211014
11444,odisha,2019,3,jagatsinghapur district,851671,1026487175.9802848
11445,odisha,2019,3,balangir district,449364,855603215.9304413
11446,odisha,2019,3,baleshwar district,1845986,2136997579.0817952
11447,odisha,2019,3,puri district,1500762,1624951778.3543258
11448,odisha,2019,3,sonepur district,264052,362861784.21083355
11449,odisha,2019,3,khordha district,18364742,25509656902.49331
11450,odisha,2019,3,boudh district,163537,197907021.9060244
11451,odisha,2019,3,gajapati district,177790,305317973.3723446
11452,odisha,2019,3,nayagarh district,634614,719659519.0129741
11453,odisha,2019,3,nabarangpur district,154122,326011025.21638674
11454,odisha,2019,3,kendrapara district,734359,980897393.1448151
11455,odisha,2019,3,cuttack district,3846764,4539350540.746681
11456,odisha,2019,4,rayagada district,550178,1109322132.7707095
11457,odisha,2019,4,koraput district,494293,1209747441.0287023
11458,odisha,2019,4,malkangiri district,133235,322448354.4155744
11459,odisha,2019,4,sambalpur district,1116191,1490849495.7650275
11460,odisha,2019,4,kalahandi district,639494,1028034741.0202825
11461,odisha,2019,4,anugul district,1366993,1943880255.5758097
11462,odisha,2019,4,ganjam district,2682447,4526321215.890192
11463,odisha,2019,4,jajapur district,2717947,2951249575.9169297
11464,odisha,2019,4,bargarh district,713094,951985689.607422
11465,odisha,2019,4,dhenkanal district,1550560,1418903993.556759
11466,odisha,2019,4,bhadrak district,1978353,1972793936.5333765
11467,odisha,2019,4,nuapada district,167314,340951304.7500589
11468,odisha,2019,4,kendujhar district,2031166,2048009647.964933
11469,odisha,2019,4,mayurbhanj district,1161522,1247673917.9390252
11470,odisha,2019,4,jharsuguda district,652637,1157694298.6700208
11471,odisha,2019,4,kandhamal district,233830,413746856.4352374
11472,odisha,2019,4,deogarh district,129619,186540867.93405515
11473,odisha,2019,4,sundargarh district,1500297,2290633492.940537
11474,odisha,2019,4,jagatsinghapur district,1335182,1488084640.2449114
11475,odisha,2019,4,balangir district,687750,1280487371.8376715
11476,odisha,2019,4,baleshwar district,3904913,2998071243.256762
11477,odisha,2019,4,puri district,2203098,2409106457.318024
11478,odisha,2019,4,sonepur district,496342,541430418.2319663
11479,odisha,2019,4,khordha district,27477393,34227232121.528633
11480,odisha,2019,4,boudh district,254637,312738553.0520179
11481,odisha,2019,4,gajapati district,251711,458723675.8489066
11482,odisha,2019,4,nayagarh district,1216377,1112909587.3624873
11483,odisha,2019,4,nabarangpur district,225429,577013731.8257252
11484,odisha,2019,4,kendrapara district,1340023,1483548006.277824
11485,odisha,2019,4,cuttack district,5783608,6269240606.549929
11486,odisha,2020,1,rayagada district,663128,1477428119.1390314
11487,odisha,2020,1,koraput district,592534,1499069454.0581412
11488,odisha,2020,1,malkangiri district,181586,470844271.20852065
11489,odisha,2020,1,sambalpur district,1113759,1737396143.7868922
11490,odisha,2020,1,kalahandi district,664969,1321645511.002597
11491,odisha,2020,1,anugul district,1176601,2199325035.222316
11492,odisha,2020,1,ganjam district,2622872,5351713624.577465
11493,odisha,2020,1,jajapur district,2166952,3390103391.1967616
11494,odisha,2020,1,bargarh district,589393,1108945715.4864137
11495,odisha,2020,1,dhenkanal district,1043514,1661118753.4586196
11496,odisha,2020,1,bhadrak district,1450538,2346314618.120599
11497,odisha,2020,1,nuapada district,185560,449826625.3323068
11498,odisha,2020,1,kendujhar district,1413416,2398684449.974683
11499,odisha,2020,1,mayurbhanj district,1016860,1482459556.842404
11500,odisha,2020,1,jharsuguda district,700840,1269976277.2419264
11501,odisha,2020,1,kandhamal district,243339,464298902.2308825
11502,odisha,2020,1,deogarh district,124611,248576105.90038487
11503,odisha,2020,1,sundargarh district,1644012,2694884103.726101
11504,odisha,2020,1,jagatsinghapur district,1127051,1771679500.0746913
11505,odisha,2020,1,balangir district,683817,1531878718.6190534
11506,odisha,2020,1,baleshwar district,2303973,3252830642.849325
11507,odisha,2020,1,puri district,1788019,2673428317.4419956
11508,odisha,2020,1,sonepur district,322992,678233299.6053038
11509,odisha,2020,1,khordha district,23152370,39755139238.6053
11510,odisha,2020,1,boudh district,195704,417335078.4573859
11511,odisha,2020,1,gajapati district,313975,639923543.0203347
11512,odisha,2020,1,nayagarh district,808455,1259172558.6025171
11513,odisha,2020,1,nabarangpur district,284539,787100587.3644687
11514,odisha,2020,1,kendrapara district,1082408,1775004059.5783315
11515,odisha,2020,1,cuttack district,4024520,5842461996.611475
11516,odisha,2020,2,rayagada district,729797,1650075972.3540688
11517,odisha,2020,2,koraput district,701471,1684147260.0748496
11518,odisha,2020,2,malkangiri district,237062,505736982.3899178
11519,odisha,2020,2,sambalpur district,1027708,1711599706.905475
11520,odisha,2020,2,kalahandi district,809132,1488536209.721948
11521,odisha,2020,2,anugul district,1343647,2479132333.7187643
11522,odisha,2020,2,ganjam district,2890005,5465974236.170576
11523,odisha,2020,2,jajapur district,2289121,3594755068.4098186
11524,odisha,2020,2,bargarh district,691248,1303406945.1623073
11525,odisha,2020,2,dhenkanal district,1131904,1842085944.2675903
11526,odisha,2020,2,bhadrak district,1596539,2600823926.195097
11527,odisha,2020,2,nuapada district,242495,513555457.6037278
11528,odisha,2020,2,kendujhar district,1613148,2773560564.5270324
11529,odisha,2020,2,mayurbhanj district,1179036,1742769226.7353773
11530,odisha,2020,2,jharsuguda district,827189,1432120073.5978777
11531,odisha,2020,2,kandhamal district,352412,637452864.4548341
11532,odisha,2020,2,deogarh district,159575,292751431.02703243
11533,odisha,2020,2,sundargarh district,1703737,2767383294.981725
11534,odisha,2020,2,jagatsinghapur district,1319261,2052533021.7400928
11535,odisha,2020,2,balangir district,810788,1606404798.2724493
11536,odisha,2020,2,baleshwar district,2140956,3546636201.588075
11537,odisha,2020,2,puri district,1909766,2861457530.8475657
11538,odisha,2020,2,sonepur district,340991,726143280.9609615
11539,odisha,2020,2,khordha district,16842715,34814877058.41614
11540,odisha,2020,2,boudh district,215816,477555378.4481401
11541,odisha,2020,2,gajapati district,338142,705704082.2520387
11542,odisha,2020,2,nayagarh district,937866,1462497686.3507159
11543,odisha,2020,2,nabarangpur district,349727,831289714.099038
11544,odisha,2020,2,kendrapara district,1332607,2031155809.389162
11545,odisha,2020,2,cuttack district,3964715,6130914551.43539
11546,odisha,2020,3,rayagada district,940395,2171461862.7580986
11547,odisha,2020,3,koraput district,892903,2239193172.260001
11548,odisha,2020,3,malkangiri district,279070,656924030.3406456
11549,odisha,2020,3,sambalpur district,1337354,2335225267.124839
11550,odisha,2020,3,kalahandi district,963695,1807514657.1636548
11551,odisha,2020,3,anugul district,1744600,3343482976.3347354
11552,odisha,2020,3,ganjam district,3839868,7953863604.839375
11553,odisha,2020,3,jajapur district,2999596,5158572435.142748
11554,odisha,2020,3,bargarh district,830854,1694097974.727478
11555,odisha,2020,3,dhenkanal district,1383673,2367632360.986941
11556,odisha,2020,3,bhadrak district,2028722,3426773014.8613324
11557,odisha,2020,3,nuapada district,274431,614356415.8543423
11558,odisha,2020,3,kendujhar district,2057809,3776890615.14137
11559,odisha,2020,3,mayurbhanj district,1442159,2333381596.6676884
11560,odisha,2020,3,jharsuguda district,1058263,1905020608.66538
11561,odisha,2020,3,kandhamal district,642484,1335599297.787261
11562,odisha,2020,3,deogarh district,183525,361669508.7964552
11563,odisha,2020,3,sundargarh district,2196403,3933817517.0151653
11564,odisha,2020,3,jagatsinghapur district,1718846,2892836563.407177
11565,odisha,2020,3,balangir district,985190,2034115762.7420158
11566,odisha,2020,3,baleshwar district,2923704,5216210715.3624935
11567,odisha,2020,3,puri district,2508367,3947100295.177196
11568,odisha,2020,3,sonepur district,381251,809172723.1178588
11569,odisha,2020,3,khordha district,23387123,44638448273.52248
11570,odisha,2020,3,boudh district,254628,545058074.0596836
11571,odisha,2020,3,gajapati district,438029,1022242584.1231097
11572,odisha,2020,3,nayagarh district,1150471,1872504494.580644
11573,odisha,2020,3,nabarangpur district,410817,953944775.823143
11574,odisha,2020,3,kendrapara district,1718709,2843601668.3324695
11575,odisha,2020,3,cuttack district,5060890,8273230957.575866
11576,odisha,2020,4,rayagada district,1437322,3505981077.0872393
11577,odisha,2020,4,koraput district,1326213,3682341020.3632216
11578,odisha,2020,4,malkangiri district,396989,1080034767.104372
11579,odisha,2020,4,sambalpur district,2041120,3856932278.5305915
11580,odisha,2020,4,kalahandi district,1385646,2970301991.8473916
11581,odisha,2020,4,anugul district,2566879,5376845657.748441
11582,odisha,2020,4,ganjam district,5759948,13253685787.514484
11583,odisha,2020,4,jajapur district,4383403,8064953082.11138
11584,odisha,2020,4,bargarh district,1229675,2760170987.368587
11585,odisha,2020,4,dhenkanal district,2043208,3880815794.3012795
11586,odisha,2020,4,bhadrak district,2820751,5186943315.862049
11587,odisha,2020,4,nuapada district,394157,991560206.6707819
11588,odisha,2020,4,kendujhar district,2911896,5952433266.6475725
11589,odisha,2020,4,mayurbhanj district,1986570,3615645137.819895
11590,odisha,2020,4,jharsuguda district,1564404,2963828411.1698093
11591,odisha,2020,4,kandhamal district,771916,1759108070.2207742
11592,odisha,2020,4,deogarh district,253750,570948134.8258159
11593,odisha,2020,4,sundargarh district,3330883,6393696705.870721
11594,odisha,2020,4,jagatsinghapur district,2391216,4334522915.224213
11595,odisha,2020,4,balangir district,1460921,3399486807.277832
11596,odisha,2020,4,baleshwar district,3989220,7694990828.293821
11597,odisha,2020,4,puri district,3709394,6257350469.108796
11598,odisha,2020,4,sonepur district,538383,1256084562.715549
11599,odisha,2020,4,khordha district,30354832,54573862957.88316
11600,odisha,2020,4,boudh district,354223,843923193.7491837
11601,odisha,2020,4,gajapati district,659640,1686082695.4936619
11602,odisha,2020,4,nayagarh district,1672589,2988260896.098785
11603,odisha,2020,4,nabarangpur district,587880,1638158377.9883218
11604,odisha,2020,4,kendrapara district,2352689,4247755012.4466047
11605,odisha,2020,4,cuttack district,7649233,13515958605.271858
11606,odisha,2021,1,rayagada district,1580304,3857572983.853812
11607,odisha,2021,1,koraput district,1411047,3878359742.028323
11608,odisha,2021,1,malkangiri district,417372,1292715033.1124027
11609,odisha,2021,1,sambalpur district,2362934,4327629131.775824
11610,odisha,2021,1,kalahandi district,1524147,3607832701.490842
11611,odisha,2021,1,anugul district,2688530,5923776582.870062
11612,odisha,2021,1,ganjam district,5849764,13763037682.995218
11613,odisha,2021,1,jajapur district,4602753,8875206797.09903
11614,odisha,2021,1,bargarh district,1326870,3151903068.5503645
11615,odisha,2021,1,dhenkanal district,2198973,4435108999.126256
11616,odisha,2021,1,bhadrak district,2838067,5913171362.618633
11617,odisha,2021,1,nuapada district,434130,1190057735.4815695
11618,odisha,2021,1,kendujhar district,3023651,6672384144.204559
11619,odisha,2021,1,mayurbhanj district,2086266,4060942529.903472
11620,odisha,2021,1,jharsuguda district,1727405,3272554633.9005995
11621,odisha,2021,1,kandhamal district,1058055,2241356872.3974366
11622,odisha,2021,1,deogarh district,253699,623754965.5699625
11623,odisha,2021,1,sundargarh district,3591361,7002917726.513086
11624,odisha,2021,1,jagatsinghapur district,2373105,4667403003.91797
11625,odisha,2021,1,balangir district,1609575,3913234687.8471766
11626,odisha,2021,1,baleshwar district,4262593,8799570176.640512
11627,odisha,2021,1,puri district,3904605,7057319530.168398
11628,odisha,2021,1,sonepur district,590256,1586903873.6281981
11629,odisha,2021,1,khordha district,45765876,75722041312.73495
11630,odisha,2021,1,boudh district,381445,1050296820.3914839
11631,odisha,2021,1,gajapati district,690416,1790861201.587816
11632,odisha,2021,1,nayagarh district,1668288,3171144816.7281227
11633,odisha,2021,1,nabarangpur district,629994,1939648037.4513333
11634,odisha,2021,1,kendrapara district,2318945,4742223586.637663
11635,odisha,2021,1,cuttack district,8289932,14866806447.116581
11636,odisha,2021,2,rayagada district,1923410,4490127256.444258
11637,odisha,2021,2,koraput district,1819616,4735541770.736616
11638,odisha,2021,2,malkangiri district,536483,1533587670.9741046
11639,odisha,2021,2,sambalpur district,2608509,4696196506.85312
11640,odisha,2021,2,kalahandi district,1937182,4092365112.1617136
11641,odisha,2021,2,anugul district,3164512,6629061184.353284
11642,odisha,2021,2,ganjam district,7627913,16847721822.034683
11643,odisha,2021,2,jajapur district,5656119,10463482056.82759
11644,odisha,2021,2,bargarh district,1645651,3738223458.7360225
11645,odisha,2021,2,dhenkanal district,2643521,5071739030.814058
11646,odisha,2021,2,bhadrak district,3607884,6934665842.085368
11647,odisha,2021,2,nuapada district,575643,1419954693.5429103
11648,odisha,2021,2,kendujhar district,3840405,8414558964.419752
11649,odisha,2021,2,mayurbhanj district,2518601,4822603778.775457
11650,odisha,2021,2,jharsuguda district,1975532,3575096264.686943
11651,odisha,2021,2,kandhamal district,1337203,2643241575.642929
11652,odisha,2021,2,deogarh district,312612,710519513.1816282
11653,odisha,2021,2,sundargarh district,4098648,7912972842.987008
11654,odisha,2021,2,jagatsinghapur district,3117688,5877965110.803436
11655,odisha,2021,2,balangir district,1937619,4234458586.911901
11656,odisha,2021,2,baleshwar district,5228480,10295354117.300941
11657,odisha,2021,2,puri district,4549183,8010886850.312719
11658,odisha,2021,2,sonepur district,716848,1750553183.5037367
11659,odisha,2021,2,khordha district,51729539,85083429987.67566
11660,odisha,2021,2,boudh district,467496,1140110013.4057999
11661,odisha,2021,2,gajapati district,866454,2207862998.917333
11662,odisha,2021,2,nayagarh district,2042130,3717016584.1111574
11663,odisha,2021,2,nabarangpur district,808234,2137024330.427526
11664,odisha,2021,2,kendrapara district,3121087,5922631480.685869
11665,odisha,2021,2,cuttack district,9410135,16755164887.959583
11666,odisha,2021,3,rayagada district,2574801,5381125913.756851
11667,odisha,2021,3,koraput district,2509905,5893005777.487125
11668,odisha,2021,3,malkangiri district,696476,1834021448.2813165
11669,odisha,2021,3,sambalpur district,3665818,6244596039.416241
11670,odisha,2021,3,kalahandi district,2578011,4962612594.774069
11671,odisha,2021,3,anugul district,4298974,8427870407.924927
11672,odisha,2021,3,ganjam district,9758386,20245873714.529366
11673,odisha,2021,3,jajapur district,7272580,11904523018.166103
11674,odisha,2021,3,bargarh district,2216651,4687162070.696696
11675,odisha,2021,3,dhenkanal district,3328230,5951039799.088284
11676,odisha,2021,3,bhadrak district,4514522,7770426087.071074
11677,odisha,2021,3,nuapada district,779264,1789197066.4958181
11678,odisha,2021,3,kendujhar district,4942596,9669648441.296114
11679,odisha,2021,3,mayurbhanj district,3366763,6058820680.073039
11680,odisha,2021,3,jharsuguda district,2772640,4581837440.292698
11681,odisha,2021,3,kandhamal district,1699861,3180693137.638117
11682,odisha,2021,3,deogarh district,401592,837326467.8967566
11683,odisha,2021,3,sundargarh district,5579434,10009710570.217995
11684,odisha,2021,3,jagatsinghapur district,4055375,6884871775.425156
11685,odisha,2021,3,balangir district,2632946,5371520093.547472
11686,odisha,2021,3,baleshwar district,6888676,12434308111.40699
11687,odisha,2021,3,puri district,6111015,9865814428.877203
11688,odisha,2021,3,sonepur district,912081,2022927897.311029
11689,odisha,2021,3,khordha district,71647985,108452202806.23245
11690,odisha,2021,3,boudh district,619658,1350893048.4398901
11691,odisha,2021,3,gajapati district,1119729,2608533955.2796984
11692,odisha,2021,3,nayagarh district,2508535,4293630576.548503
11693,odisha,2021,3,nabarangpur district,1101606,2637036417.011711
